gpc_refno,emissions_factor,units,gas,description,region,reference,emissions_factor_id
VI.1,0.064,fraction,HFC-125,"Process Tool Emission Factor for HFC-125 (C2HF5) Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC2HF5",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",0760959e-43ab-4b3a-a4e2-e789a53915aa
VI.1,0.14,fraction,c-C4F8,"Process Tool Emission Factor for C4F8 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC4F8",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",437faee9-32ce-4132-843b-012047e665b6
VI.1,0.81,fraction,CF4,"Process Tool Emission Factor for CF4 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCF4",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",45013e21-e039-4de7-b56c-207b477a3a93
VI.1,0.13,fraction,HFC-32,"Process Tool Emission Factor for HFC-32 (CH2F2) Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCH2F2",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",649bc074-fef6-4cfb-9f34-d133883b7d54
VI.1,0.7,fraction,HFC-41,"Process Tool Emission Factor for HFC-41 (CH3F) Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCH3F",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",105c40dc-77ec-4cb3-9f85-8e8922b3e5f7
VI.1,0.51,fraction,HFC-23,"Process Tool Emission Factor for HFC-23 (CHF3) Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCHF3",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",d6aa7ccb-d36d-4b09-b697-29edc41a6fe3
VI.1,0.19,fraction,Nitrogen Trifluoride,"Process Tool Emission Factor for NF3 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UNF3",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",cbb9271c-e5ed-4a5a-8879-bb3d8beca8b5
VI.1,0.55,fraction,Sulphur Hexafluoride,"Process Tool Emission Factor for SF6 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-USF6",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",48dd2214-a997-4d18-a0ea-29cc5b585131
VI.1,0.55,fraction,C2F6,"Process Tool Emission Factor for C2F6 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC2F6",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",fb174fd7-96de-4be0-a160-15ad836a0b92
VI.1,0.4,fraction,C3F8,"Process Tool Emission Factor for C3F8 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC3F8",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",c933b961-c732-4ac9-921c-ee1f789e79c6
VI.1,0.1,fraction,c-C4F8,"Process Tool Emission Factor for C4F8 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC4F8",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",d55af188-7bb9-4c34-8caa-b35fa8771cc7
VI.1,0.92,fraction,CF4,"Process Tool Emission Factor for CF4 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCF4",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",4f483130-b26c-4845-a31b-646cddd26236
VI.1,0.18,fraction,Nitrogen Trifluoride,"Process Tool Emission Factor for NF3 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UNF3",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",86d723f3-e982-4e4d-af71-91bb1c34dcf1
VI.1,0.017,fraction,Nitrogen Trifluoride,"Process Tool Emission Factor for NF3 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UNF3",US,,c9d2474a-69a7-4e8a-9307-e54f64c0409e
VI.1,0.8,fraction,C2F6,"Process Tool Emission Factor for C2F6 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC2F6",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",e5123f7b-ce1b-4d95-9c99-8971d0668d16
VI.1,0.3,fraction,C3F8,"Process Tool Emission Factor for C3F8 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC3F8",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",20d77cb3-5bba-470e-b47a-9af7089d3321
VI.1,0.18,fraction,c-C4F8,"Process Tool Emission Factor for c-C4F8 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UC4F8",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",e9aaa609-8b66-4926-bc5c-a729ba1bf06a
VI.1,0.65,fraction,CF4,"Process Tool Emission Factor for CF4 Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCF4",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",bbc7daeb-c6af-43d8-8750-9fb245225eff
VI.1,0.21,fraction,HFC-32,"Process Tool Emission Factor for HFC-32 (CH2F2) Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCH2F2",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",d5752ed0-e82e-4f3d-8761-40b8f6074700
VI.1,0.33,fraction,HFC-41,"Process Tool Emission Factor for HFC-41 (CH3F) Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCH3F",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",094fd56d-df5e-4c59-810e-8c94637d644b
VI.1,0.42,fraction,HFC-23,"Process Tool Emission Factor for HFC-23 (CHF3) Emissions from Semiconductor Manufacturing (= 1 - Use Rate), 1-UCHF3",US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",43b01b80-dc30-4bd7-a3fc-67e0fd6f5e35
