locode,osmid
IT ZQX,R42388
IT ZQY,R39343
IT ZRB,R39365
IT ZRC,R43104
IT ZRD,R39750
IT ZRE,R44668
IT ZRF,R179105
IT ZRG,N1563065330
IT ZRH,R39174
IT ZRI,R44357
IT ZRJ,R179200
IT ZRK,N4142852472
IT ZRL,N1480043365
IT ZRM,R45108
IT ZRN,R40761
IT ZRO,N2804292823
IT ZRP,R45309
IT ZRR,R42232
IT ZRS,R44905
IT ZRT,R45023
IT ZRV,R41836
IT ZRW,R46835
IT ZRX,R42550
IT ZRY,N64776767
IT ZSA,R39249
IT ZSB,R40975
IT ZSC,R47161
IT ZSD,R46460
IT ZSE,R39634
IT ZSF,R41410
IT ZSG,R44763
IT ZSH,R42047
IT ZSI,N5176445119
IT ZSJ,N513376030
IT ZSK,R39163
IT ZSL,R45902
IT ZSM,N1471871404
IT ZSN,R45944
IT ZSO,N64776644
IT ZSP,R45281
IT ZSQ,R44688
IT ZSR,R43451
IT ZSS,R42458
IT ZSU,R43954
IT ZSV,N1074779722
IT ZSW,R40471
IT ZSX,R44045
IT ZSY,R42508
IT ZT2,R43721
IT ZTA,R39218
IT ZTB,R40869
IT ZTC,R45611
IT ZTD,R39870
IT ZTE,N317055444
IT ZTF,N695816634
IT ZTG,R40091
IT ZTI,R45072
IT ZTJ,R39213
IT ZTK,N257541648
IT ZTL,R43082
IT ZTM,R43392
IT ZTN,R45752
IT ZTO,R45148
IT ZTP,R44382
IT ZTQ,R44349
IT ZTS,R42850
IT ZTT,R41046
IT ZTU,R42376
IT ZTV,R40927
IT ZTX,R42587
IT ZTY,R1651607
IT ZUA,N69300254
IT ZUB,R44806
IT ZUC,R46893
IT ZUD,R41972
IT ZUE,R45441
IT ZUF,R45109
IT ZUG,R1650896
IT ZUH,R45986
IT ZUI,R42561
IT ZUJ,N288188036
IT ZUK,R4257597
IT ZUL,R6534611
IT ZUN,R41124
IT ZUO,R43935
IT ZUP,R43195
IT ZUQ,R42437
IT ZUR,R41193
IT ZUS,R44100
IT ZUT,R46252
IT ZUU,R40803
IT ZUW,R42276
IT ZUX,N2123185143
IT ZUY,R43137
IT ZVA,R42547
IT ZVB,R39770
IT ZVD,R44176
IT ZVE,N927148092
IT ZVF,R44353
IT ZVG,R179234
IT ZVI,R42364
IT ZVJ,R45698
IT ZVK,R39271
IT ZVL,R179144
IT ZVM,N64776685
IT ZVN,R40822
IT ZVO,R44770
IT ZVP,R39543
IT ZVQ,R43365
IT ZVR,R44716
IT ZVS,R39172
IT ZVT,R40115
IT ZVV,R39836
IT ZVW,R47074
IT ZVX,N1180332059
IT ZVY,R45792
IT ZVZ,R45593
IT ZWC,R44961
IT ZWD,R45968
IT ZWF,R45329
IT ZWG,R39524
IT ZWI,N951616985
IT ZWJ,R39876
IT ZWK,R47307
IT ZWM,R44829
IT ZWN,R44429
IT ZWO,R9277565
IT ZWP,N428213060
IT ZWQ,R45861
IT ZWR,R45537
IT ZWS,N957005198
IT ZWT,R179125
IT ZWV,R39717
IT ZWW,N1431684835
IT ZXB,N1444743612
IT ZXC,N1809268150
IT ZXD,R40104
IT ZXE,R45077
IT ZXF,R44150
IT ZXG,N4890425657
IT ZXH,R179164
IT ZXI,R44892
IT ZXJ,R44089
IT ZXL,R47051
IT ZXM,R44399
IT ZXN,R44246
IT ZXO,N69301007
IT ZXP,R44171
IT ZXQ,R43037
IT ZXR,R47171
IT ZXZ,R44331
IT ZYA,R9499521
IT ZYB,N1071632009
IT ZYC,N3924006270
IT ZYF,N1438389094
IT ZYH,N392269344
IT ZYK,R7078870
IT ZYL,N2430563362
IT ZYN,N1271008791
IT ZYO,N1427084020
IT ZYP,R9492748
IT ZYU,W1062188650
IT ZZ5,R39799
IT ZZA,R42952
IT ZZC,R39920
IT ZZD,R41067
IT ZZE,N1447241789
IT ZZF,R39321
IT ZZG,R44005
IT ZZI,R41338
IT ZZL,R40881
IT ZZN,R45244
IT ZZO,R45358
IT ZZP,R43907
IT ZZQ,R46598
IT ZZV,R44329
IT ZZY,R41348
IT ZZZ,R44598
JE SAB,N1432784186
JE SCJ,R2832049
JE SSV,R2372005
JE STH,R2371948
JE TTY,R9239008
JM 8MM,W746501575
JM ALP,N1891429623
JM ANT,W370790071
JM BLR,N9559032114
JM BOK,N641278439
JM BWN,N3358450875
JM CHA,N6575801017
JM CLA,N309714746
JM CST,N6990115246
JM DIY,N3767970367
JM DLT,N3951685711
JM EWN,W247141051
JM FHP,N838967332
JM FMH,N3767940199
JM HIE,N4953799379
JM HMP,W351438351
JM KIN,N53371112
JM KNK,N2632891965
JM LID,N2521566318
JM LOP,N7044483392
JM LUC,N290163166
JM MBJ,W373067072
JM MGT,N3244514624
JM MNG,N641208237
JM MOB,N290802324
JM MPE,N290802776
JM MVJ,N290803556
JM NAI,N7057107904
JM NEG,N290111762
JM NET,N3168061702
JM NYM,N7024431643
JM OCJ,R12692790
JM OLR,N290802771
JM ORC,N3767997590
JM PEV,N290802766
JM PHE,N6987593140
JM PKS,W178781995
JM PMO,R12659295
JM POA,R12636222
JM POT,N3766096616
JM PRI,W44160544
JM PRO,N53370352
JM PTM,N290803535
JM RIB,W371355320
JM ROH,N7057108371
JM ROP,N4366875270
JM SAN,N1338118013
JM SED,N3356994300
JM SLM,W25568818
JM SPT,N247716893
JM SRI,N6985894297
JM STC,N307992103
JM WKF,N7018397771
JM YAS,N3789201278
JO 8AJ,N802876374
JO AAQ,N802690688
JO AJL,W293224203
JO AMM,N1643504896
JO AQB,W193469321
JO AQJ,W193469321
JO ARM,W379035377
JO ASA,N799086520
JO ASF,N802901842
JO DAH,N802870032
JO FUH,N802856920
JO JAR,R8475054
JO KAR,W350877998
JO MPQ,N802584976
JO QIR,N270873161
JO QMD,W379035955
JO SAH,N802869352
JO SLT,W379038048
JO TFH,N798885889
JO ZAR,W379036545
JP AAK,R2689445
JP ABA,R4069203
JP ABU,N8717015226
JP ADA,R1760124
JP AG2,R4237875
JP AGJ,R4544874
JP AGN,N8570793738
JP AGO,R1769172
JP AII,N7593810410
JP AIM,N4946825201
JP AIO,R900273
JP AIR,R3959624
JP AIS,R4548196
JP AJI,R5674296
JP AJK,R4107525
JP AJN,N8889574678
JP AJO,R4548219
JP AJX,N8305978888
JP AKA,R900530
JP AKC,R2679918
JP AKD,N8144453608
JP AKE,R4071241
JP AKJ,R4060429
JP AKM,R5454629
JP AKN,R3959622
JP AKT,N1321991806
JP AKU,R4174424
JP AKX,R3938575
JP AMA,R901520
JP AMG,N8335007408
JP AMI,R4674617
JP AMJ,N8440024527
JP AMR,R5454627
JP ANA,R4055857
JP ANB,N589064759
JP ANE,W605327360
JP ANI,R4716618
JP ANK,R3562186
JP ANM,R4800047
JP AOG,R5305021
JP AOI,N7165143163
JP AOJ,R4107337
JP AON,N3378053552
JP APP,R3994410
JP APS,R4792076
JP ARA,N8755421209
JP ARG,N8320082242
JP ARO,R3994393
JP ARZ,N7875285207
JP ASA,N8571553942
JP ASC,R4000281
JP ASG,R4847007
JP ASO,R899031
JP AST,N8318582244
JP ASU,R4008428
JP ASW,N8573331428
JP ATE,R1768502
JP ATK,N8571635748
JP ATM,W605433848
JP AUI,R3938577
JP AUR,R4196646
JP AWA,N8302234465
JP AWJ,R901535
JP AWS,N4506256367
JP AWZ,N7619155077
JP AXT,R4115746
JP AXZ,R2689444
JP AYS,R2689440
JP AYW,R4051274
JP BKW,R3562367
JP BOM,N8314029019
JP BUD,R4004880
JP BUK,R1758878
JP BZN,R4008534
JP CAU,R1761742
JP CCF,R5303898
JP CHB,R2679956
JP CHC,R1765979
JP CHE,R2682922
JP CHG,R2689441
JP CHH,N4756292993
JP CHI,R3969541
JP CHO,R2679941
JP CHU,N8495368847
JP CKK,R4085704
JP CKM,N6327647940
JP CNO,R4756600
JP CNS,N8318674794
JP CTA,R4567404
JP CUK,R4085893
JP CWN,R4545427
JP CXZ,R2682921
JP CYU,R4567406
JP CZO,R4792029
JP DAT,R4085799
JP DNA,R4545426
JP DSE,R4117835
JP ECZ,R4799780
JP EGA,R1761743
JP EGS,N8683539019
JP EII,N7165248153
JP EIN,R4085739
JP EIS,N8321003918
JP EMM,R4080625
JP ENG,R4716749
JP ENN,N8318582235
JP ESK,N8479049153
JP ESM,N5660815546
JP ETA,R4089967
JP ETM,N6331963152
JP FCH,R5302327
JP FCM,N8338453874
JP FCY,R356992
JP FGW,N8681866576
JP FHR,R4085877
JP FJN,R5454769
JP FJS,R2689443
JP FKA,R3691832
JP FKD,N8678749226
JP FKF,R4137581
JP FKG,N8393007073
JP FKJ,R4799846
JP FKO,R4674786
JP FMD,N8745029169
JP FNB,R2679935
JP FND,N8495368924
JP FNK,N8042038752
JP FNR,N2607653655
JP FNS,N8481644283
JP FNU,W448697947
JP FRK,N8735081613
JP FSK,N8417390450
JP FSS,R5301643
JP FTG,N6295507169
JP FTM,N9236907999
JP FUD,R358754
JP FUE,N6745495757
JP FUI,R4674651
JP FUK,R4008611
JP FUM,N8718651469
JP FUS,R358575
JP FUT,N8487460832
JP GAJ,R4137051
JP GAM,R4548245
JP GBA,R4679108
JP GGE,R4134867
JP GIF,R4716682
JP GKA,N8305084789
JP GKN,N8735356260
JP GMA,R4538517
JP GNG,N7632724989
JP GNW,R4556087
JP GON,N4405165130
JP GOO,R3321873
JP GOS,R4288060
JP GSE,R3245880
JP GTK,R4567518
JP GUJ,R4716688
JP GWB,R5322850
JP HAA,N8446021350
JP HAG,R4018369
JP HAI,N8837914409
JP HAK,R4800246
JP HAM,N8448436932
JP HAN,R359252
JP HAO,R5301639
JP HAS,N8450059888
JP HAT,R4090189
JP HAZ,R358755
JP HBO,R4055673
JP HDA,R4567438
JP HDD,R4085276
JP HDK,R3335914
JP HDO,N8745029168
JP HEA,N1012320279
JP HED,N8586552620
JP HEI,N8305084820
JP HET,N8347693947
JP HGA,R358696
JP HGG,R900073
JP HGI,R722197
JP HGK,R4051412
JP HGM,R5302161
JP HGR,R4090174
JP HGU,N8589370478
JP HGX,R4135043
JP HHA,R4567428
JP HHE,R4107414
JP HHS,R1769178
JP HIB,N8735287208
JP HIC,R2682892
JP HIE,R722198
JP HIJ,R4097196
JP HIK,N7617773160
JP HIM,R900269
JP HIN,N4516974656
JP HIR,R4079272
JP HIT,R4004875
JP HIU,R2689429
JP HJI,R4004871
JP HJM,N8738417754
JP HJO,N4913524608
JP HKA,R358609
JP HKD,R4088019
JP HKG,R1769193
JP HKI,N8852162507
JP HKJ,N6315993808
JP HKM,N4099487639
JP HKN,R4567447
JP HKO,R4792125
JP HKR,R4079525
JP HKY,R4111036
JP HMA,N8851952894
JP HMC,N8144453575
JP HMD,R4088593
JP HMG,N4099487636
JP HMH,R4004876
JP HMI,R6946323
JP HMJ,R4807826
JP HMM,R4674741
JP HMN,N7809827875
JP HMR,R5301559
JP HNA,R963797
JP HNE,N8447946568
JP HNG,N8873759430
JP HNK,N6813508893
JP HNN,R15852527
JP HNO,R2689438
JP HNY,N6295507172
JP HOF,R4083682
JP HOG,R900545
JP HOI,R812415
JP HOM,R2682909
JP HPP,N8556530401
JP HRA,R4083623
JP HRD,R4012054
JP HRH,N7394159049
JP HRM,W104299829
JP HRR,N8299098744
JP HRW,N8716534878
JP HSA,R1769181
JP HSG,R4013125
JP HSH,N7706657711
JP HSK,N8338453878
JP HSM,N8716534871
JP HSU,N8556530402
JP HSW,N8456214284
JP HTC,R2682911
JP HTD,W925839953
JP HTI,R963785
JP HTK,N8340492364
JP HTO,N4472684335
JP HTR,N8296522512
JP HTS,N6751629455
JP HTY,R3995516
JP HVM,R900251
JP HYM,R2689442
JP HYR,N4099487640
JP HYS,N8481654423
JP HYU,R3992242
JP IAI,R3807613
JP IAK,R357872
JP IAM,R722221
JP IAT,R4674644
JP IBR,N8440415779
JP IBS,R3962393
JP ICH,R2679914
JP ICK,R2679915
JP ICO,R3959619
JP ICQ,R2679948
JP ICW,W931796255
JP IER,N7165096727
JP IGO,N7705093767
JP IHA,R4050290
JP IHK,R2682920
JP IHM,R4567442
JP IHN,R4548226
JP IHO,N8570793781
JP IHS,R4567394
JP IIB,N7705093762
JP IIN,R3967414
JP IKI,R4010085
JP IKM,R900328
JP IKN,N8723840282
JP IKR,N8579152569
JP IKT,R4047630
JP IKU,N7165143154
JP IKW,N8303021469
JP IKZ,R4028444
JP IMB,R4048246
JP IMI,R4013086
JP IMM,N8447958226
JP IMT,N5549209614
JP IMU,R4807808
JP INA,N8340492346
JP INB,R4538484
JP INE,R356889
JP ING,N8340492343
JP INM,R900533
JP INO,N8313870797
JP INY,R4548802
JP INZ,N8568503503
JP IOK,R3978145
JP IRA,R1768272
JP IRO,R4551631
JP ISA,N8440024524
JP ISC,N6315578282
JP ISD,N8720592250
JP ISE,R4538518
JP ISG,R4559285
JP ISH,R5177489
JP ISI,R4085263
JP ISK,N8445634667
JP ISM,R4153625
JP ISO,R2682918
JP ISR,R2689419
JP ISS,R3959628
JP ISY,R4012066
JP ISZ,R1865315
JP ITB,R1760078
JP ITK,R2682916
JP ITM,R4559181
JP ITS,R6258384
JP ITW,R4516609
JP IUA,R3730061
JP IUZ,R3964317
JP IWD,R3256890
JP IWI,R4196695
JP IWJ,N8852110457
JP IWK,R4079508
JP IWN,R4087831
JP IWY,N6748936751
JP IYA,N8887041914
JP IYK,R4013083
JP IYO,R4047637
JP IZH,N5549095995
JP IZO,R4088005
JP IZS,R359221
JP IZT,R358795
JP IZW,R4548228
JP JAT,R357873
JP JHE,R4799779
JP JIM,R1769177
JP JKW,N8681871044
JP JOS,R2682908
JP JOY,R358611
JP JPK,R4759944
JP JTS,R4516237
JP KAA,N6745472840
JP KAC,N6327647952
JP KAD,R4089180
JP KAI,R3317886
JP KAK,R1768400
JP KAM,N8314029026
JP KAO,N8570458187
JP KAR,R4013272
JP KAU,R2682889
JP KAX,N8737483830
JP KAY,R4538596
JP KBR,N2950236372
JP KCF,N8557083827
JP KCI,R5302158
JP KCZ,R4028510
JP KDA,R359195
JP KDD,R358693
JP KDP,R4008380
JP KDR,N442910593
JP KEC,N5549095994
JP KEG,R5464833
JP KEJ,N8317043883
JP KEO,R357785
JP KEX,R4008314
JP KG3,R4756648
JP KGA,R900331
JP KGB,N8570793789
JP KGD,R4800035
JP KGI,R4551415
JP KGM,N8873759534
JP KGN,R5302326
JP KGO,N7964155212
JP KGT,N8681866596
JP KGU,N8308034192
JP KGW,R4674487
JP KGX,R1553544
JP KGZ,R3934591
JP KHA,R358753
JP KHI,R4674507
JP KHK,R1761718
JP KHS,R5359429
JP KHW,R900314
JP KIB,N8681831667
JP KIE,R1759475
JP KIH,R4056345
JP KII,R15810005
JP KIJ,R4237973
JP KIS,R963764
JP KIW,N8882018268
JP KIY,R4174659
JP KJD,N8320082247
JP KJJ,N8317827921
JP KJO,N5729317973
JP KKA,N8567000145
JP KKG,R4716640
JP KKI,R4551430
JP KKJ,R4008600
JP KKK,N8447946566
JP KKM,N8570414445
JP KKN,R5302157
JP KKR,N8301659565
JP KKT,N8317043881
JP KKW,R5345871
JP KKY,R1768466
JP KMA,N8571553939
JP KMD,N8340477184
JP KME,N698791820
JP KMG,R1769196
JP KMI,R3989984
JP KMJ,R4000503
JP KMK,N8442612908
JP KMN,N8496040192
JP KMT,R2679906
JP KMU,N6737690565
JP KMW,N8440024542
JP KNA,R4538612
JP KNE,N2173342266
JP KNH,N5549219941
JP KNN,N8340492354
JP KNO,N432852518
JP KNS,R4004838
JP KNY,N8320082235
JP KNZ,R4800041
JP KO2,R4674507
JP KOA,R1768402
JP KOB,N8547452253
JP KOH,N4472765423
JP KOJ,R3962762
JP KOK,R4008544
JP KOM,R4055892
JP KON,N8475862211
JP KOQ,R5302159
JP KOT,R3554015
JP KOW,R3291140
JP KOX,R4082559
JP KOZ,N8340492318
JP KRA,N7874471599
JP KRB,N6327397664
JP KRG,R3594017
JP KRH,N8837224264
JP KRI,N8317818412
JP KRM,R5454773
JP KRT,N7946275632
JP KSA,R3931764
JP KSB,N8340477197
JP KSE,N8340477200
JP KSF,R4004834
JP KSG,R4085220
JP KSH,N8338427611
JP KSI,W926422121
JP KSK,N8487631759
JP KSN,R4126696
JP KSR,N8446021360
JP KTB,R357247
JP KTC,R4846995
JP KTG,R10729513
JP KTK,N8447958246
JP KTN,R963789
JP KTS,N8046517973
JP KTT,R900308
JP KUA,R3938622
JP KUB,R4807806
JP KUC,W1121953200
JP KUD,R4079481
JP KUF,R4791896
JP KUG,N8568503464
JP KUH,R4069477
JP KUI,R3800262
JP KUJ,R3352044
JP KUK,R4538846
JP KUM,R3959773
JP KUT,N8021903005
JP KUW,N8321003924
JP KUY,R3992949
JP KWE,R1768985
JP KWG,R1768337
JP KWS,R2689476
JP KWT,R4010765
JP KWW,R4674488
JP KWX,N8433523339
JP KWZ,R4516043
JP KXS,N6318100096
JP KXX,R812376
JP KYA,R3962763
JP KYR,N5796141552
JP KYU,R1861888
JP KZA,R359218
JP KZE,N8330610541
JP KZG,R358625
JP KZH,N8481324272
JP KZJ,R5674831
JP KZK,N8440603179
JP KZO,R1768458
JP KZU,R2679921
JP LIY,R4759953
JP MAA,R5301640
JP MAE,R3563845
JP MAH,R5100276
JP MAI,R1547364
JP MAK,N8485107678
JP MAO,R12854862
JP MAR,R4051279
JP MAS,R4050234
JP MBT,R4542063
JP MEG,R5681947
JP MGR,R1758936
JP MHA,R2679953
JP MHI,N8744240640
JP MHK,R3992924
JP MHO,R4846976
JP MHR,R4090003
JP MI3,R2682914
JP MIH,N6327397672
JP MIN,R3995580
JP MIO,N8626033852
JP MIY,R356943
JP MIZ,N8889551343
JP MKA,N8447958243
JP MKG,N8445634677
JP MKK,R3978207
JP MKN,N8637534159
JP MKO,R4674654
JP MKR,R3606125
JP MMB,N6007641120
JP MMD,R4559470
JP MMJ,R3648972
JP MMS,R4174968
JP MMY,R4559235
JP MNA,R2689437
JP MND,R4756602
JP MNI,W643561003
JP MNM,N4756292992
JP MNY,N8452176044
JP MOA,R1877091
JP MOB,R2679937
JP MOO,N8681826823
JP MOR,R4088007
JP MOT,N8568438337
JP MRE,R5674301
JP MRW,R963784
JP MRY,R2682906
JP MRZ,N7753569822
JP MSA,R4538677
JP MSB,R1768401
JP MSE,R4454178
JP MSJ,R4107227
JP MSK,R4085233
JP MSO,N7916732065
JP MTB,R358752
JP MTC,N4506371507
JP MTD,R2679924
JP MTE,R4088064
JP MTI,R6988243
JP MTM,R4088039
JP MTY,N8738417761
JP MTZ,R4674538
JP MUG,R4058116
JP MUH,R1761804
JP MUM,R4134928
JP MUR,R4087735
JP MUS,R8004038
JP MWR,N8340477204
JP MXT,N7706657714
JP MYH,R358627
JP MYJ,R4050217
JP MYO,R4516355
JP MYS,R4090025
JP MYU,N6737690560
JP MZH,R5301642
JP NAB,N8318898548
JP NAD,N8855698846
JP NAI,R2679934
JP NAK,R4545538
JP NAM,W464515051
JP NAO,W619510469
JP NAS,R4051409
JP NAT,R4004866
JP NAX,R4759891
JP NAY,R4011890
JP NAZ,N8318710366
JP NEJ,N8347693947
JP NEM,R4071254
JP NEO,N8340477189
JP NGD,N7705093695
JP NGG,N8742559704
JP NGK,N8449663695
JP NGM,N3635164722
JP NGN,N8440603153
JP NGS,R4011885
JP NGY,R358571
JP NHI,R4036505
JP NHJ,R4107222
JP NHO,R4567362
JP NHR,R4556083
JP NIC,R3992247
JP NIG,R4196612
JP NII,R4137071
JP NIJ,R3605834
JP NIK,R4120086
JP NIM,N8735552037
JP NIO,N4506215718
JP NIS,N8481705148
JP NIT,N8480328756
JP NIX,N8340477213
JP NJA,R2689422
JP NJM,N4913524561
JP NJO,R4559213
JP NJR,R5454630
JP NKA,R4847016
JP NKD,N8301490421
JP NKG,R4453959
JP NKI,R4085873
JP NKK,N8321003920
JP NKN,N8332667891
JP NKO,N8737572864
JP NKR,N8041548862
JP NKS,N8317143703
JP NKW,R4807795
JP NKY,N8733860651
JP NKZ,N8357236423
JP NMB,R4800241
JP NME,R4538812
JP NMK,N8347272835
JP NMS,R4217167
JP NMY,R2689413
JP NMZ,R3934723
JP NNE,R963765
JP NNG,R3648962
JP NNK,N4795372075
JP NNO,R4800065
JP NOA,R4538671
JP NOB,R3989923
JP NOD,R2679940
JP NOH,N6734564820
JP NOJ,R4008386
JP NOS,R1769183
JP NQH,N8300164121
JP NQU,R4174658
JP NRK,R2682927
JP NRU,R4058118
JP NSA,N8436234462
JP NSB,N8419233214
JP NSC,R4217147
JP NSK,N8737635948
JP NSM,N7705093768
JP NSR,R4115724
JP NSS,R4567435
JP NST,N8681865075
JP NTO,R5302330
JP NUM,R4674541
JP NUR,N4075166771
JP NWI,R900268
JP NYA,R900312
JP NYO,R4137136
JP NYW,R358691
JP NZA,R2679905
JP NZO,R4760024
JP OAD,N8317827920
JP OAG,R4118351
JP OAM,R1859867
JP OAR,R2682905
JP OAX,R4107185
JP OBO,R4076567
JP OBU,R4567401
JP OCN,R4792095
JP ODE,R4107552
JP ODW,R2689427
JP OFO,R963792
JP OGA,R4561990
JP OGC,N8318832530
JP OGG,R4716878
JP OGO,R4008351
JP OHH,R722202
JP OHI,R4567396
JP OHT,N8454307349
JP OIR,R4088074
JP OIS,R2689425
JP OIT,R4004862
JP OJI,R4010202
JP OJS,R4516002
JP OK2,R1769179
JP OKA,R4556086
JP OKG,N8419233194
JP OKJ,R3939644
JP OKQ,R358768
JP OKU,N8301603433
JP OKY,R3649003
JP OKZ,R4548232
JP OMA,R3785842
JP OMC,R4759380
JP OMI,N6737690562
JP OMJ,R4011808
JP OMM,R2682907
JP OMO,N8519243626
JP OMS,N6737690554
JP OMT,N8454147680
JP OMU,R4008384
JP OMW,N8314029044
JP OMZ,R4674508
JP OND,R4018267
JP ONG,R4154484
JP ONN,R4799821
JP ONO,R4090359
JP ONW,R10729510
JP ONZ,R900327
JP OOB,N8571635786
JP OOO,R6881768
JP OOS,R3969264
JP OPA,N8423077986
JP OQM,R3224421
JP ORM,R1766003
JP ORN,N7619155015
JP OSA,R358696
JP OSD,R10729511
JP OSE,N6295507174
JP OSG,R4013131
JP OSQ,W899910290
JP OTJ,R963772
JP OTK,R4090156
JP OTM,N6734475560
JP OTR,R4085754
JP OTS,R4792023
JP OUE,R1761834
JP OUM,R4055790
JP OWA,R4538803
JP OWR,R4567441
JP OYB,N8735356269
JP QGT,R358685
JP QOM,R2682909
JP QSG,R4013125
JP QTS,R4013258
JP RAU,R4069623
JP RBJ,R4088092
JP RBN,R4085858
JP RHK,R4000441
JP RIS,R4088082
JP RIT,R812311
JP RMI,R4069307
JP RPJ,R4807820
JP RYA,R812347
JP RYU,R2682932
JP S67,R2682913
JP S7S,R4800070
JP SAA,R1768277
JP SAE,R4004860
JP SAF,R4846973
JP SAG,W506989376
JP SAJ,R4050306
JP SAK,R358759
JP SAM,R4079321
JP SAN,N1012320246
JP SAO,N8681867961
JP SAT,N7163028739
JP SAZ,R4010157
JP SBH,R4055808
JP SBS,R3962386
JP SBU,N8356448429
JP SCR,N6327397705
JP SDD,R1769176
JP SDI,R3962263
JP SDK,N8317043895
JP SDO,R4541810
JP SDU,R2679938
JP SDZ,R7578833
JP SEE,R359251
JP SEI,R4716678
JP SEN,R3962263
JP SES,N8302121371
JP SGH,R2689481
JP SGR,N8755560750
JP SGX,R4011902
JP SHA,R4081530
JP SHB,R4069571
JP SHD,R4051395
JP SHK,R12752795
JP SHN,R3350251
JP SHO,R4674742
JP SHR,R4069565
JP SHS,R4016541
JP SHU,N8340492357
JP SHX,R4159322
JP SID,N8481268272
JP SIK,N8837914493
JP SIM,N8445634663
JP SKB,N8735356258
JP SKC,R4716820
JP SKD,R909077
JP SKG,R4198913
JP SKJ,R900277
JP SKK,N8440603175
JP SKN,N8362972286
JP SKO,N8380644354
JP SKT,R4120080
JP SKX,R2679899
JP SKZ,R4050172
JP SMB,R4011896
JP SMH,N8481644310
JP SMJ,N8485058601
JP SMK,R2689426
JP SMM,R4087883
JP SMN,R4110033
JP SMU,N8495368827
JP SMX,R2679913
JP SMY,R5501313
JP SMZ,R4674584
JP SND,R900266
JP SNJ,N8375601988
JP SNN,N8423078001
JP SNO,N7792915881
JP SNR,N8332667886
JP SNW,N8320082243
JP SNX,N4506438339
JP SOA,R3575300
JP SOG,N8570414452
JP SOI,R4134713
JP SOK,R1768338
JP SOM,R4174968
JP SOO,N8440415766
JP SOY,R9418748
JP SPK,R4085749
JP SRJ,N8588400378
JP SRN,R4071348
JP SRO,R4085805
JP SRW,R4199044
JP SRZ,R5454765
JP SSB,R4010194
JP SSE,N8681871051
JP SSI,N7700969069
JP SSM,N8340492338
JP SSN,N8340492349
JP SSS,R4010755
JP SST,R358686
JP SSY,R900262
JP SSZ,R4674897
JP STA,N8347693958
JP STI,N8889574606
JP STM,R1767047
JP STN,R4087999
JP STP,R3934848
JP STR,N8481287619
JP STU,R4087874
JP STZ,N2639001918
JP SUA,N8495873415
JP SUB,R4008371
JP SUG,N8882303381
JP SUI,R358673
JP SUN,R4674550
JP SUR,N6327397726
JP SUS,N8479049146
JP SUZ,R4034554
JP SWA,N8440415770
JP SXO,R1758858
JP SXR,R4716862
JP SXX,R359221
JP SXZ,R4800228
JP SYO,N8681871046
JP SZG,N8390701952
JP SZI,R7345783
JP SZK,N8479281725
JP SZQ,R4791884
JP TAD,R4051401
JP TAE,R3295547
JP TAI,N8535693079
JP TAJ,N8347693960
JP TAK,R4051287
JP TAM,R3934615
JP TAN,N6745495754
JP TAO,N5458159631
JP TAQ,N8330295213
JP TAR,R5360501
JP TAS,N8340477193
JP TAT,R3981492
JP TAW,N6745495758
JP TAY,R3653983
JP TAZ,N6734475570
JP TBM,R4567440
JP TBN,N8573331425
JP TBO,N9073231205
JP TCH,R2682900
JP TCI,R1761771
JP TDN,N8730320688
JP TDT,N8452176036
JP TDY,R358769
JP TEE,R13890818
JP TEI,N8723653035
JP TEN,R4135368
JP TER,N6321370785
JP TEU,R14697995
JP TGA,R812080
JP TGC,N8318582229
JP TGI,R4847014
JP TGM,N8484830788
JP TGW,R4008420
JP THA,R4134323
JP THI,R358794
JP THR,R4090163
JP THS,R4567451
JP TIS,N8755494025
JP TJI,N4561853540
JP TJJ,R4069256
JP TJS,R4557276
JP TJZ,R1768986
JP TKA,R4567431
JP TKB,R4516028
JP TKD,R4004880
JP TKE,N6316098690
JP TKK,R4807803
JP TKL,R722201
JP TKM,N8730218057
JP TKN,R3977099
JP TKR,N5910587725
JP TKS,R4058068
JP TKT,R4567446
JP TKU,N8735552055
JP TKY,W935108321
JP TME,N8337023327
JP TMI,R4004870
JP TMJ,N4506359378
JP TMK,R4085725
JP TMM,N8447958235
JP TMN,N8337023346
JP TMP,R4759233
JP TMY,R4159313
JP TMZ,R3964352
JP TNB,R3990293
JP TND,R16142667
JP TNM,R4807819
JP TNO,R4051411
JP TNY,R13874149
JP TOB,R4538731
JP TOC,R2679923
JP TOJ,N8042038741
JP TOK,W938350281
JP TOR,R2682898
JP TOY,R4807827
JP TRG,R4799831
JP TRI,R3230694
JP TRM,R2689473
JP TRO,N8681828023
JP TRR,N8440024535
JP TSA,R3555552
JP TSB,R2682891
JP TSE,R3800418
JP TSG,R900517
JP TSH,N7165248172
JP TSI,N7165096732
JP TSJ,R4011299
JP TSN,R3992203
JP TSO,R4055611
JP TSR,R4134729
JP TST,N5549095996
JP TSU,R4538734
JP TSX,N4560115048
JP TSZ,R4036365
JP TTB,R3653983
JP TTC,R4807828
JP TTD,R1768313
JP TTJ,R4110890
JP TTK,R2689469
JP TTN,R900272
JP TTY,R2679947
JP TTZ,R1902902
JP TUB,R4115719
JP TUD,N8481268296
JP TUI,N7163593898
JP TUS,N8630593389
JP TUU,R5345839
JP TWD,R4107331
JP TWZ,R1768273
JP TXN,R4551431
