actor_id,year,population
AU CFL,2016,5056
AU CAH,2016,5533
AU CAH,2021,6701
AU CDS,2016,175
AU CDS,2021,177
AU CAP,2016,17333
AU CAP,2021,18002
AU CBD,2006,510
AU CBD,2016,442
AU CBD,2021,444
AU CBD,2011,737
AU CDF,2016,5830
AU CDF,2021,6318
AU CNE,2021,7330
AU CNE,2016,6479
AU CAR,2016,6732
AU CAR,2021,7103
AU CRG,2016,11658
AU CRG,2021,12575
AU CLF,2016,24394
AU CLF,2021,28044
AU UCG,2016,17388
AU UCG,2021,17909
AU CRP,2016,4
AU CRP,2021,8
AU CTC,2016,2554
AU CTC,2021,2643
AU CSX,2016,2939
AU CSX,2021,2965
AU CAS,2016,1171
AU CAS,2021,1248
AU S9S,2016,15662
AU S9S,2021,16584
AU CHB,2016,162
AU CHB,2021,943
AU CLD,2016,5595
AU CLD,2021,5748
AU CAV,2016,40
AU CAV,2021,32
AU CVS,2016,5290
AU CVS,2021,7419
AU C8M,2021,4016
AU C8M,2016,4054
AU NBC,2021,1436
AU NBC,2016,1229
AU DLH,2016,726
AU DLH,2021,792
AU NCT,2021,9430
AU NCT,2016,7233
AU CHA,2016,24913
AU CHA,2021,25553
AU S2R,2021,8347
AU S2R,2016,7773
AU CPA,2021,1158
AU CPA,2016,934
AU CMT,2016,8156
AU CMT,2021,9263
AU CNT,2016,5929
AU CNT,2021,6875
AU CGL,2016,414
AU CGL,2021,428
DE GGI,1987,4600
DE GGI,2017,6290
DE GGI,1963,2989
DE GGI,1968,3315
DE GGI,1972,3918
DE GGI,1975,4107
DE GGI,1980,4366
DE GGI,1981,4402
DE GGI,1984,4431
DE GGI,1988,4735
DE GGI,1989,4909
DE GGI,1993,5801
DE GGI,2012,5982
DE GGI,1996,6073
DE GGI,1999,6128
DE GGI,2002,6153
DE GGI,2007,6206
DE GGI,2019,6353
DE GGI,2008,6200
DE GGI,1969,3380
DE GGI,2011,5940
DE GGI,2000,6070
DE GGI,1961,2829
DE GGI,1962,2942
DE GGI,1967,3235
DE GGI,1964,3244
DE GGI,1965,3275
DE GGI,1966,3282
DE GGI,1970,3622
DE GGI,1971,3847
DE GGI,1973,4107
DE GGI,1976,4115
DE GGI,1974,4118
DE GGI,1977,4235
DE GGI,1978,4301
DE GGI,1979,4335
DE GGI,1983,4412
DE GGI,1982,4425
DE GGI,1985,4485
DE GGI,1986,4523
DE GGI,1990,5117
DE GGI,1991,5257
DE GGI,1992,5474
DE GGI,2013,5976
DE GGI,1994,6028
DE GGI,1995,6046
DE GGI,1997,6077
DE GGI,2014,6089
DE GGI,2009,6108
DE GGI,2006,6124
DE GGI,1998,6128
DE GGI,2010,6132
DE GGI,2001,6145
DE GGI,2003,6175
DE GGI,2004,6218
DE GGI,2005,6233
DE GGI,2021,6411
DE GGI,2022,6467
DE HAA,1975,27254
DE HAA,2021,30298
DE HAA,2017,30483
DE HAA,2019,30484
DE HAA,2022,30542
DE HVR,2021,16120
DE HVR,1975,15166
DE HVR,2019,16106
DE HVR,2017,16128
DE HVR,2022,16347
DE HEI,1987,127768
DE HEI,1978,128064
DE HEI,1979,128773
DE HEI,1977,129179
DE HEI,1976,129361
DE HEI,1975,129368
DE HEI,1973,129688
DE HEI,1970,129697
DE HEI,1974,130134
DE HEI,1968,130206
DE HEI,1967,130573
DE HEI,1969,130685
DE HEI,1971,130863
DE HEI,1972,131285
DE HEI,1988,131429
DE HEI,1966,132641
DE HEI,1980,133227
DE HEI,1983,133437
DE HEI,1964,133485
DE HEI,1961,133566
DE HEI,1965,133603
DE HEI,1984,133693
DE HEI,1963,134358
DE HEI,1981,134386
DE HEI,1989,134496
DE HEI,1982,134575
DE HEI,1985,134724
DE HEI,1962,134818
DE HEI,1986,136227
DE HEI,1990,136796
DE HEI,1995,138781
DE HEI,1996,138869
DE HEI,1994,138964
DE HEI,1998,139285
DE HEI,1991,139392
DE HEI,1993,139429
DE HEI,1999,139672
DE HEI,1997,139941
DE HEI,2000,140259
DE HEI,1992,140282
DE HEI,2001,141509
DE HEI,2002,142575
DE HEI,2003,142959
DE HEI,2005,142993
DE HEI,2004,143123
DE HEI,2006,144634
DE HEI,2007,145311
DE HEI,2008,145642
DE HEI,2009,146466
DE HEI,2010,147312
DE HEI,2011,149633
DE HEI,2012,150335
DE HEI,2013,152113
DE HEI,2014,154715
DE HEI,2021,159245
DE HEI,2016,159914
DE HEI,2019,160355
DE HEI,2017,160601
DE HEI,2022,162273
DE GUW,2013,28540
DE GUW,2012,28586
DE GUW,2021,29026
DE GUW,2019,29241
DE GUW,2017,29429
DE GUW,2022,29556
CH INT,2001,5090
CH INT,2018,5610
CH INT,1988,4761
CH INT,1989,4768
CH INT,1983,4795
CH INT,1990,4803
CH INT,1987,4821
CH INT,1981,4878
CH INT,1982,4879
CH INT,1984,4888
CH INT,1986,4899
CH INT,1985,4901
CH INT,1991,4988
CH INT,1992,5026
CH INT,1993,5045
CH INT,1998,5052
CH INT,1997,5056
CH INT,1994,5073
CH INT,2000,5079
CH INT,2002,5083
CH INT,1999,5117
CH INT,1995,5186
CH INT,1996,5187
CH INT,2003,5191
CH INT,2004,5206
CH INT,2005,5206
CH INT,2006,5279
CH INT,2007,5286
CH INT,2008,5319
CH INT,2010,5382
CH INT,2009,5389
CH INT,2011,5468
CH INT,2012,5504
CH INT,2017,5592
CH INT,2013,5659
CH INT,2016,5673
CH INT,2014,5683
CH INT,2015,5692
CH SCZ,2017,15000
CH SCZ,1986,12350
CH SCZ,1994,13380
CH SCZ,1997,13620
CH SCZ,2005,14310
CH SCZ,2014,14880
CH SCZ,1981,12116
CH SCZ,1982,12322
CH SCZ,1985,12364
CH SCZ,1984,12398
CH SCZ,1987,12402
CH SCZ,1983,12439
CH SCZ,1988,12462
CH SCZ,1989,12534
CH SCZ,1990,12715
CH SCZ,1991,12769
CH SCZ,1992,12994
CH SCZ,1993,13128
CH SCZ,1996,13543
CH SCZ,1995,13616
CH SCZ,1998,13663
CH SCZ,1999,13777
CH SCZ,2000,13899
CH SCZ,2001,13905
CH SCZ,2002,14044
CH SCZ,2003,14116
CH SCZ,2006,14178
CH SCZ,2008,14183
CH SCZ,2007,14193
CH SCZ,2004,14232
CH SCZ,2009,14243
CH SCZ,2010,14328
CH SCZ,2011,14331
CH SCZ,2012,14663
CH SCZ,2013,14785
CH SCZ,2015,14856
CH SCZ,2016,14885
CH SCZ,2018,15181
CH RRC,2017,9418
CH RRC,2018,9439
CH RIC,2007,11799
CH RIC,2017,13454
CH RIC,2018,13504
CH OFT,2017,13606
CH OFT,2018,13791
CH WFL,2018,11534
CH WFL,2017,11388
CH OLT,2012,17133
CH OLT,2007,17172
CH OLT,2018,18362
CH OLT,2017,18389
CH KTN,2012,18402
CH KTN,2017,19408
CH KTN,2018,19672
CH MEY,2012,21718
CH MEY,2017,24144
CH MEY,2018,25249
CO BOG,1993,5484244
CO BOG,1964,1697311
CO BOG,2005,6778691
CO BOG,1973,2855065
CO BOG,2010,7363782
CO BOG,2020,7743955
CO BOG,2019,7980001
CO BOG,1775,16233
CO BOG,1800,21964
CO BOG,1832,28341
CO BOG,1938,325650
CO BOG,1870,40883
CO BOG,1951,715250
CO BOG,1912,121257
CO BOG,1918,143994
CO BOG,1928,235702
CO BOG,1985,4236490
CN YOX,2018,357000
CN YUZ,2010,1131896
CN YNG,2014,334977
CN YUH,2010,616346
CN ACX,2020,1004132
CN ACX,2010,783120
CN XCE,2010,546176
CN YIZ,2010,564021
CO MDE,1951,358189
CO MDE,1964,772887
CO MDE,1973,1077252
CO MDE,1985,1468089
CO MDE,1993,1630009
CO MDE,2005,2223078
CO MDE,2018,2529403
CZ KYJ,1880,5564
CZ KYJ,1900,6819
CZ KYJ,1930,7299
CZ KYJ,1950,7644
CZ KYJ,1961,9081
CZ KYJ,1970,10792
CZ KYJ,2022,10849
CZ KYJ,2021,11105
CZ KYJ,2020,11185
CZ KYJ,2016,11405
CZ KYJ,2014,11448
CZ KYJ,2001,12413
CZ KYJ,1980,12632
CZ KYJ,1991,12920
CZ KYJ,1869,5185
CZ KYJ,1890,6079
CZ KYJ,1921,7265
CZ KYJ,1910,7397
CZ KYJ,2023,10844
CZ KYJ,2019,11218
CZ KYJ,2018,11295
CZ KYJ,2017,11368
CO BAQ,2015,1274250
CO BAQ,2005,1112889
CN WHU,2018,972400
CN WNG,2018,578600
CN WNG,2020,545992
CN WEC,2018,568900
CN WEC,2020,560894
CN WEN,2010,1366794
CN WEN,2020,1416199
CN YUL,2018,5849700
CN YUL,2020,5796766
CO ARQ,2015,41309
CN YGD,2018,986400
CN XNJ,2010,615919
CN YXS,2015,1082929
CN YXS,2020,1285785
CN YIU,2010,1234015
CY NIC,2015,330000
CY NIC,2012,276410
CR SJO,2011,288054
CR SJO,2018,342188
CO AUC,2020,96814
CN YCE,2010,522878
CR HER,1973,22700
CR HER,2021,19060
CR HER,1984,21440
CR HER,1864,3146
CR HER,1883,4234
CR HER,1892,6047
CR HER,1927,7631
CR HER,1950,11967
CR HER,2011,18697
CR HER,2022,18988
CR HER,1963,19249
CR HER,2000,20191
CR CAR,2011,22129
CR CAR,2022,22775
CR CAR,2021,22798
CR PAS,2011,41528
DE HE2,2019,6970
DE HE2,2021,6827
DE HE2,2022,6893
DE HE2,2017,7061
DE HZB,1961,2680
DE HZB,2012,11630
DE HZB,1925,1581
DE HZB,1975,9172
DE HZB,1970,11324
DE HZB,2015,11523
DE HZB,2014,11564
DE HZB,2016,11603
DE HZB,2013,11608
DE HZB,2017,11629
DE HZB,2011,11642
DE HZB,2019,11649
DE HZB,2021,11703
DE HZB,2022,11781
DE HZB,1875,808
DE HZB,1950,2495
DE HZB,1987,11857
DE 73W,2021,7578
DE 73W,2019,7587
DE 73W,2017,7625
DE 73W,2016,7694
DE 73W,2022,7715
DE 73W,2015,7815
DE HJN,1925,1550
DE HJN,2019,9670
DE HJN,1875,998
DE HJN,1950,3464
DE HJN,1975,6659
DE HJN,1970,7347
DE HJN,1987,7409
DE HJN,2011,9023
DE HJN,2012,9089
DE HJN,2013,9145
DE HJN,2014,9186
DE HJN,2015,9235
DE HJN,2016,9347
DE HJN,2017,9511
DE HJN,2021,9825
DE HJN,2022,9875
DE HDE,1961,19983
DE HDE,2014,21116
DE HDE,2017,21699
DE HDE,2018,21684
DE HDE,2019,21852
DE HDE,2021,21844
DE HDE,1975,21918
DE HDE,2022,22114
DE GUB,2010,19320
DE GUB,2022,16363
DE GUB,2021,16377
DE GUB,2020,16656
DE GUB,2015,17616
DE GUB,2005,21341
DE GUB,2000,25245
DE GOW,2013,2794
DE GOW,2021,2923
DE GOW,2019,2965
DE GOW,2022,2974
DE GOW,2017,3021
DE HNN,2016,12728
DE HNN,2017,12847
DE HNN,2019,12914
DE HNN,2021,13196
DE HNN,2022,13552
DE HDC,2014,4600
DE HDC,1875,960
DE HDC,2011,4630
DE HDC,1925,905
DE HDC,1950,1535
DE HDC,1975,3409
DE HDC,1970,3841
DE HDC,1987,4108
DE HDC,2012,4584
DE HDC,2013,4606
DE HDC,2016,4632
DE HDC,2021,4641
DE HDC,2015,4642
DE HDC,2019,4653
DE HDC,2022,4659
DE HDC,2017,4688
DE HUY,1875,1270
DE HUY,1925,1453
DE HUY,1950,2677
DE HUY,1975,3174
DE HUY,2014,5435
DE HUY,2011,5439
DE HUY,2015,5463
DE HUY,2012,5465
DE HUY,2013,5475
DE HUY,2017,5496
DE HUY,2016,5508
DE HUY,2019,5535
DE HUY,2021,5574
DE HUY,1987,5711
DE HUY,1970,5857
DE HUY,2022,5612
CH HOE,2020,23090
CH HOE,2017,22476
CH HOE,2018,22662
CH HOE,2021,23319
CH WZK,1634,740
CH WZK,1467,295
CH WZK,1799,2491
CH WZK,1850,3364
CH WZK,2012,23254
CH WZK,2017,24452
CH WZK,2018,24764
CH MTN,2009,6024
CH MTN,2017,8222
CH MTN,2018,8278
CH PFA,2012,11027
CH PFA,2017,11864
CH PFA,2018,11931
CH MLN,2017,13999
CH MLN,2018,14207
CH VSC,2017,934
CH VSC,2018,962
CH SOO,2004,14980
CH SOO,2003,15014
CH SOO,2000,15074
CH SOO,2005,15079
CH SOO,2001,15108
CH SOO,2002,15183
CH SOO,2006,15184
CH SOO,1996,15199
CH SOO,1997,15208
CH SOO,1999,15213
CH SOO,1991,15275
CH SOO,1998,15321
CH SOO,1995,15353
CH SOO,2007,15364
CH SOO,1984,15385
CH SOO,1990,15397
CH SOO,1989,15429
CH SOO,1985,15434
CH SOO,1987,15437
CH SOO,1988,15447
CH SOO,1986,15499
CH SOO,1983,15503
CH SOO,1994,15512
CH SOO,1982,15576
CH SOO,1992,15592
CH SOO,1981,15597
CH SOO,2008,15623
CH SOO,1993,15642
CH SOO,2009,15881
CH SOO,2010,16139
CH SOO,2011,16301
CH SOO,2012,16465
CH SOO,2014,16545
CH SOO,2013,16599
CH SOO,2016,16697
CH SOO,2017,16703
CH SOO,2015,16721
CH SOO,2018,16777
CH MGY,1960,5239
CH MGY,2012,16897
CH MGY,2014,17342
CH MGY,2016,17998
CH MGY,2017,18174
CH MGY,2018,18301
CI ABJ,2021,5616633
CI ABJ,1988,1929079
CI ABJ,1998,2877948
CI ABJ,2014,4707404
CH ZJW,1981,2050
CH ZJW,1982,2060
CH ZJW,2000,2440
CH ZJW,1983,2101
CH ZJW,1985,2116
CH ZJW,1984,2118
CH ZJW,1986,2129
CH ZJW,1987,2147
CH ZJW,1988,2171
CH ZJW,1989,2208
CH ZJW,1990,2241
CH ZJW,1991,2272
CH ZJW,1992,2272
CH ZJW,1993,2298
CH ZJW,1994,2332
CH ZJW,1995,2357
CH ZJW,1996,2393
CH ZJW,1997,2407
CH ZJW,1999,2441
CH ZJW,1998,2462
CH ZJW,2001,2463
CH ZJW,2003,2486
CH ZJW,2002,2497
CH ZJW,2005,2517
CH ZJW,2010,2523
CH ZJW,2012,2528
CH ZJW,2004,2529
CH ZJW,2009,2534
CH ZJW,2013,2534
CH ZJW,2008,2545
CH ZJW,2011,2548
CH ZJW,2006,2552
CH ZJW,2007,2552
CH ZJW,2014,2571
CH ZJW,2015,2586
CH ZJW,2016,2608
CH ZJW,2018,2618
CH ZJW,2017,2659
CL CAU,2017,45
CL CLD,2012,16150
CL CCH,2017,3129
CL WCH,2017,5071
CL CMO,2012,3908
CL AND,2017,11044
CL CHO,2017,5632
CL CXQ,2020,61210
CL CBC,2017,15903
CL YAI,2017,164270
CL YAI,2002,146701
CL CUN,2007,19063
CL COI,2002,23583
CL CHV,2017,27359
CL ZUD,2017,38991
CL CTE,2017,34537
CL CRN,2017,32288
CI ASK,1975,37253
CI ASK,1988,110013
CI ASK,1998,155803
CI ASK,2014,355573
CI ASK,2021,422072
CL CNL,2007,104253
CL CNL,2017,116262
CL CPO,2017,150804
CL CJC,2017,157575
CL CCP,2017,217537
CL DCH,2017,7120
CL FUT,2007,15670
CL FFU,2017,1831
CL FRS,2017,7328
CL ELT,2017,13286
CL FRT,2017,12876
CL DDA,2017,13925
CL CUR,2023,176530
CL HIJ,2017,17988
CL ANF,2017,348517
CH ZLM,2002,23280
CH ZLM,2003,23370
CH ZLM,1990,21497
CH ZLM,1986,21569
CH ZLM,1991,21623
CH ZLM,2009,25726
CH ZLM,2014,28603
CH ZLM,2000,22710
CH ZLM,1984,21296
CH ZLM,1985,21306
CH ZLM,1983,21343
CH ZLM,1982,21346
CH ZLM,1989,21467
CH ZLM,1981,21556
CH ZLM,1987,21561
CH ZLM,1988,21576
CH ZLM,1992,21668
CH ZLM,1993,21931
CH ZLM,1994,22351
CH ZLM,1998,22366
CH ZLM,1999,22463
CH ZLM,1995,22778
CH ZLM,1996,22859
CH ZLM,1997,22869
CH ZLM,2001,22905
CH ZLM,2004,23717
CH ZLM,2005,24179
CH ZLM,2006,24854
CH ZLM,2007,25486
CH ZLM,2010,25726
CH ZLM,2008,25778
CH ZLM,2011,26901
CH ZLM,2012,27537
CH ZLM,2013,27961
CH ZLM,2015,29256
CH ZLM,2016,29804
CH ZLM,2017,30205
CH ZLM,2018,30542
CH MSN,1986,10267
CH MSN,1993,10359
CH MSN,2006,11851
CH MSN,2016,12396
CH MSN,1990,10420
CH MSN,2013,12060
CH MSN,1992,9893
CH MSN,1981,9905
CH MSN,1991,9983
CH MSN,1982,10054
CH MSN,1983,10201
CH MSN,1985,10224
CH MSN,1984,10227
CH MSN,1987,10275
CH MSN,1988,10301
CH MSN,1989,10349
CH MSN,1995,10396
CH MSN,1994,10432
CH MSN,1996,10666
CH MSN,1997,10884
CH MSN,1998,11093
CH MSN,1999,11169
CH MSN,2000,11242
CH MSN,2001,11693
CH MSN,2011,11769
CH MSN,2005,11799
CH MSN,2003,11815
CH MSN,2004,11816
CH MSN,2008,11892
CH MSN,2002,11908
CH MSN,2007,11917
CH MSN,2012,11975
CH MSN,2010,11993
CH MSN,2009,12017
CH MSN,2014,12039
CH MSN,2015,12199
CH MSN,2017,12533
CH MSN,2018,12724
BG OZA,2022,48170
BG OZA,2015,51364
BG OZA,2014,51760
BG OZA,2008,53690
BG OZA,2003,55670
BG OZA,2023,47218
BG OZA,2021,49048
BG OZA,2019,49785
BG OZA,2018,50291
BG OZA,2017,50636
BG OZA,2013,52041
BG OZA,2012,52296
BG OZA,2011,52647
BG OZA,2010,53087
BG OZA,2009,53533
BG OZA,2020,49597
BG OZA,2006,54428
BG OZA,2016,51004
BG OZA,2004,55184
BG OZA,2002,56308
BG OZA,2001,57022
BG OZA,1999,65429
BG OZA,2007,54052
BG OZA,2005,54827
BG OZA,2000,60280
BG OZA,1998,65582
BG LOM,2019,25290
BG LOM,2016,26150
BG LOM,2008,28577
BG LOM,2009,28270
BG LOM,2003,30716
BG LOM,2002,31332
BG LOM,1998,35912
BG LOM,2022,24438
BG LOM,2021,24887
BG LOM,2020,25172
BG LOM,2017,25887
BG LOM,2015,26515
BG LOM,2014,26909
BG LOM,2013,27147
BG LOM,2012,27371
BG LOM,2011,27648
BG LOM,2010,27992
BG LOM,2018,25521
BG LOM,2007,28935
BG LOM,2006,29345
BG LOM,2005,29724
BG LOM,2004,30247
BG LOM,2001,31791
BG LOM,2000,33424
BG LOM,1999,35623
BG LOM,2023,23875
AU MOA,2001,2818
AU MOA,2006,3331
AU MOA,2011,4198
AU MOA,2021,7213
AU MBA,2021,2855
AU MBA,2016,2741
AU MIL,2016,3952
AU MIL,2021,4074
AU MGE,2016,3366
AU MGE,2021,3733
AU MTN,2013,12726
AU MTN,2016,12965
AU MTN,2021,13197
AU MPL,2016,1020
AU MPL,2021,1058
AU M4H,2016,8434
AU M4H,2021,14921
AU MLL,2016,7730
AU MLL,2021,8202
AU NMV,2016,10670
AU NMV,2021,10877
AU MDA,2021,228
AU MSA,2021,28329
AU MSA,2016,28475
AU MDS,2016,1494
AU MDS,2021,1508
AU MNI,2016,10304
AU MNI,2021,10419
AU MRD,2016,2850
AU MRD,2021,2604
AU DGE,2011,9830
AU DGE,2016,10923
AU DGE,2021,11563
AU OUR,2016,1786
AU OUR,2021,1993
AU MYS,2016,12577
AU MYS,2021,13199
AU MMG,2016,470
AU MMG,2021,583
AU MOE,2016,8778
AU MOE,2021,9375
AU MRA,2021,1755
AU MRA,2016,1773
AU MNP,2016,14250
AU MNP,2021,16224
AU MLG,2021,2595
AU MLG,2016,2577
AU MNQ,2021,1156
AU MNQ,2016,1189
AU MPK,2021,18
AU MPK,2016,28
AU XV4,2021,588
AU XV4,2016,587
AU MYF,2021,36
AU MYF,2016,37
AU ISA,2016,118
AU ISA,2021,17936
AU MD2,2021,1450
AU MD2,2016,1335
AU MGB,2016,25512
AU MGB,2021,26734
AU MRZ,2021,8962
AU MRZ,2016,9311
AU MYA,2021,4295
AU MYA,2016,3982
AU MDU,2016,7837
AU MDU,2021,8804
AU INR,2016,505
AU INR,2021,539
AU MCG,2021,2537
AU MCG,2016,2552
AU MKY,2016,3659
AU MKY,2021,4026
AU MRK,2016,8144
AU MRK,2021,11071
AU MLR,2021,5110
AU MLR,2016,5109
AU MGO,2021,6090
AU MGO,2016,5767
AU MOR,2016,13771
AU MOR,2021,14389
AU MDC,2016,8166
AU MDC,2021,8886
AU YBA,2016,6076
AU YBA,2021,6405
BB HLT,2012,1595
BG BTE,2022,881
BG BTE,2018,980
BG BTE,2016,1030
BG BTE,2004,1335
BG BTE,2003,1353
BG BTE,2000,1391
BG BTE,2021,913
BG BTE,2020,952
BG BTE,2019,959
BG BTE,2017,1004
BG BTE,2015,1060
BG BTE,2014,1092
BG BTE,2013,1118
BG BTE,2012,1133
BG BTE,2010,1192
BG BTE,2011,1177
BG BTE,2009,1227
BG BTE,2008,1241
BG BTE,2007,1278
BG BTE,2006,1307
BG BTE,2005,1314
BG BTE,1998,1421
BG BTE,2001,1376
BG BTE,1999,1428
BG BTE,2002,1361
BG BTE,2023,856
AU YLO,2021,541
AU YLO,2016,395
AU YNC,2021,744
AU YNC,2016,984
AU YMB,2016,267
AU YMB,2021,284
BD BRG,2017,540000
BD BRG,2001,157570
BD BRG,2011,400983
AU WDR,2016,12579
AU WDR,2021,12982
AU WOO,2021,3792
AU WOO,2016,4011
AU WFR,2016,3458
AU WFR,2021,4022
AU WOV,2011,9202
AU WOV,2016,9276
AU WOV,2021,9579
AU WOV,2006,9708
AU WOV,2001,9844
AU GOW,2016,5290
AU GOW,2021,6151
AU WGB,2011,4789
AU WGB,2016,5631
AU WGB,2021,8687
AU WRE,2016,4821
AU WRE,2021,5127
AU 8SS,2021,2043
AU 8SS,2016,2201
AU WOY,2016,10643
AU WOY,2021,11072
AU WDD,2021,6732
AU WDD,2016,5806
AU WUK,2016,1234
AU WUK,2021,1325
AU WYE,2021,2909
AU WYE,2016,2406
AU WWS,2021,12790
AU WWS,2016,12292
AU YLG,2016,279
AU YLG,2021,313
AU YDA,2021,1564
AU YDA,2016,1537
AU YAN,2016,18013
AU YAN,2021,19651
AU YGU,2016,1029
AU YGU,2021,1195
AU 5TO,2021,246
AU 5TO,2016,252
AU YDN,2016,2371
AU YDN,2021,3073
AU YGB,2016,7479
AU YGB,2021,7631
AU VUK,2016,1650
AU VUK,2021,1893
AU YRR,2016,2549
AU YRR,2021,2875
AU 2SN,2016,2733
AU 2SN,2021,2775
AU YTL,2016,1312
AU YTL,2021,1405
AU YEE,2016,1934
AU YEE,2021,2033
AU YEB,2016,534
AU YEB,2021,582
AU YNA,2016,1615
AU YNA,2021,1675
AU YRG,2016,115
AU YRG,2021,138
AU WYL,2021,620
AU WYL,2016,654
AU YKN,2016,11542
AU YKN,2021,12706
AU WIE,2021,2701
AU WIE,2016,2608
AU WKM,2021,358
AU WKM,2016,397
AU NGA,2021,10610
AU NGA,2016,10295
AU YLL,2021,286
AU YLL,2016,316
AU 3WS,2021,3053
AU 3WS,2016,3074
AU WHR,2021,7189
AU WHR,2016,7405
AU ZLD,2016,10078
AU ZLD,2021,12622
AU 2UA,2011,4210
AU 2UA,2021,5060
AU 2UA,2016,3962
BD DHA,2011,185128
BD DHA,1991,199694
BD DHA,2001,274763
AU W2V,2016,814
AU W2V,2021,833
BG BLN,2022,82244
BG BLN,2021,82468
BG BLN,2014,81762
BG BLN,2004,77270
BG BLN,2001,77550
BG BLN,2002,77550
BG BLN,2017,82340
BG BLN,2023,82005
BG BLN,2020,82606
BG BLN,2019,82586
BG BLN,2015,81935
BG BLN,2018,82528
BG BLN,2016,82163
BG BLN,2012,81296
BG BLN,2013,81534
BG BLN,2011,81223
BG BLN,2007,79001
BG BLN,2010,81236
BG BLN,2005,77623
BG BLN,2006,78267
BG BLN,2003,77005
BG BLN,2008,80069
BG BLN,2009,80668
BG BLN,2000,78818
BG BLN,1999,80386
BG BLN,1998,80406
BG GAV,2019,63314
BG GAV,2020,62938
BG GAV,2007,71781
BG GAV,2002,75270
BG GAV,2022,60934
BG GAV,2021,62189
BG GAV,2018,64098
BG GAV,2017,64878
BG GAV,2014,67071
BG GAV,2011,69011
BG GAV,2016,65649
BG GAV,2008,71146
BG GAV,2005,72781
BG GAV,2012,68419
BG GAV,2010,69745
BG GAV,2001,76155
BG GAV,2006,72262
BG GAV,2000,78567
BG GAV,1998,82318
BG GAV,2023,59559
BG GAV,2013,67760
BG GAV,1999,81790
BG GAV,2015,66386
BG GAV,2009,70467
BG GAV,2004,73522
BG GAV,2003,74424
CH ZOL,2017,12983
CH ZOL,2018,13008
CH ZOL,2021,13367
CI SGL,2012,67240
CI GGO,2012,63643
CL ACH,2017,3196
CI TOZ,2021,55013
CI BYK,2010,659233
CI MOK,2014,64330
CL ELP,2017,6175
CL CCO,2017,10975
CL HQI,2007,20968
CL LCB,2017,24640
CL LAN,2017,8521
CL LIG,2017,19127
CL ILL,2017,20751
CL LCZ,2017,22098
CL IDM,2017,36219
CL HPN,2017,91773
CL LIN,2017,73602
CL LAM,2017,102034
CL LND,2017,59388
CL IQQ,2017,188003
CL LSC,2017,195382
CH ZLK,2018,10306
CH ZLK,1798,575
CH ZLK,1981,8490
CH ZLK,1990,8830
CH ZLK,2002,9180
CH ZLK,2005,9540
CH ZLK,2009,9690
CH ZLK,2008,9780
CH ZLK,2017,10410
CH ZLK,1982,8398
CH ZLK,1983,8427
CH ZLK,1985,8508
CH ZLK,1986,8508
CH ZLK,1984,8588
CH ZLK,1987,8601
CH ZLK,1988,8686
CH ZLK,1989,8793
CH ZLK,1996,8802
CH ZLK,1994,8817
CH ZLK,1997,8822
CH ZLK,1995,8824
CH ZLK,1991,8851
CH ZLK,1992,8853
CH ZLK,1993,8856
CH ZLK,1998,9022
CH ZLK,1999,9101
CH ZLK,2001,9184
CH ZLK,2000,9188
CH ZLK,2003,9397
CH ZLK,2004,9548
CH ZLK,2006,9616
CH ZLK,2007,9682
CH ZLK,2010,9745
CH ZLK,2011,9796
CH ZLK,2012,9977
CH ZLK,2013,10041
CH ZLK,2014,10097
CH ZLK,2015,10217
CH ZLK,2016,10235
BG SKP,2018,939
BG SKP,2021,938
BG SKP,2020,945
BG SKP,2012,1010
BG SKP,2008,1078
BG SKP,2006,1126
BG SKP,2004,1160
BG SKP,2003,1170
BG SKP,2023,888
BG SKP,2022,916
BG SKP,2019,922
BG SKP,2017,968
BG SKP,2016,981
BG SKP,2015,1009
BG SKP,2014,1009
BG SKP,2013,1012
BG SKP,2010,1041
BG SKP,2011,1027
BG SKP,2009,1046
BG SKP,1999,1181
BG SKP,1998,1199
BG SKP,2007,1102
BG SKP,2000,1188
BG SKP,2005,1144
BG SKP,2002,1183
BG SKP,2001,1209
BG DTG,2022,43802
BG DTG,2015,47000
BG DTG,2018,45790
BG DTG,2021,44550
BG DTG,2020,45098
BG DTG,2016,46685
BG DTG,2014,47369
BG DTG,2012,48007
BG DTG,2009,49529
BG DTG,2008,49917
BG DTG,2007,50355
BG DTG,2017,46292
BG DTG,2013,47726
BG DTG,2010,48877
BG DTG,2001,53829
BG DTG,2006,50777
BG DTG,2005,51205
BG DTG,2000,56296
BG DTG,2004,51761
BG DTG,1999,59839
BG DTG,2023,43025
BG DTG,1956,34162
BG DTG,2019,45352
BG DTG,2011,48332
BG DTG,1965,41816
BG DTG,1975,45595
BG DTG,2003,52357
BG DTG,2002,53086
BG DTG,1992,50977
BG DTG,1998,60278
BG DTG,1985,53804
CZ BLN,2020,17200
CZ BLN,1880,7310
CZ BLN,1910,14153
CZ BLN,2022,14420
CZ BLN,2001,15890
CZ BLN,1869,5342
CZ BLN,1900,12257
CZ BLN,1950,11862
CZ BLN,1890,8952
CZ BLN,1921,14361
CZ BLN,1961,13726
CZ BLN,1930,16586
CZ BLN,2021,17103
CZ BLN,2023,14633
CZ BLN,1970,16196
CZ BLN,2011,15401
CZ BLN,2014,16703
CZ BLN,1991,17025
CZ BLN,2016,17112
CZ BLN,2019,17166
